path,pitch,yaw
HeadPose\Pointing04\personne15208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne15209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne15210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne15211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne15212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne15213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne15214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne15215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne15216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne15217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne15218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne15219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne15220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne15221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne15222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne15223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne15224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne15225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne15226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne15227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne15228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne15229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne15230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne15231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne15232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne15233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne15234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne15235-15+30.jpg,-15,+30
HeadPose\Pointing04\personne15236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne15237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne15238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne15239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne15240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne15241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne15242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne15243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne15244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne15245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne15246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne15247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne15248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne15249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne15250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne15251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne15252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne15253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne15254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne15255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne15256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne15257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne15258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne15259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne15260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne15261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne15262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne15263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne15264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne15265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne15266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne15267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne15268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne15269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne15270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne15271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne15272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne15273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne15274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne15275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne15276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne15277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne15278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne15279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne15280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne15281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne15282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne15283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne15284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne15285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne15286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne15287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne15288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne15289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne15290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne15291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne15292+90+0.jpg,+90,+0
